what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1594898081567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898093672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898117919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898119386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898119603
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594898121566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898126329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898129234
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1594898129334
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1594898135636
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1594898135741
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1594898147424
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898148578
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898148708
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594898172924
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898172945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898192478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898199233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898208439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898210737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898218010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898225590
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1594898225774
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898232315
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898232376
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594898241527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898245549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898248594
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1594898248731
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898257750
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898257879
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898273451
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898273451
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594898275142
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594898275142
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1594898289800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1594898290473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898299259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594898302229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1594898364976
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594898366690
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1594898367157
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1594898367474
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1594898394454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1594898404829
