what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1594906235737
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594906244361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.linkWithEditor",1594906244462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906263903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906268266
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1594906268396
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594906276371
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1594906276502
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1594906286529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906289250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906292208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1594906309373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906312644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906383492
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594906385779
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1594906409906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906412187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906413688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906414143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906415702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906419599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906438274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906441875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906446222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1594906446244
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1594906452096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906458254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906465057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1594906465089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906468288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906759279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906768402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906772384
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1594906772425
error,log,,,"Server Tomcat v7.0 Server at localhost failed to start.",1594906774081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906774354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906854517
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1594906854533
opened,editor,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.editor",1594906855303
activated,editor,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.editor",1594906855635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594906858723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594907039889
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1594907042047
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1594907044497
error,log,,,"Server Tomcat v7.0 Server at localhost failed to start.",1594907045710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594907045883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594907046096
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1594907046116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594907049320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1594907051352
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1594907059549
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1594907059587
